Area_Code,Country_Origin,Year,AsylumSeekersNumber,InternationalMigrantStock_Percentage,InternationalMigrantStock_BothSexesNumber,InternationalMigrantStock_FemalePercentage,InternationalMigrantStock_MalePercentage,OtherOfConcernToUNHCR,TotalPopulationOfConcern,TotalRefugees
634,Qatar,2005,28.0,74.6492,646026.0,52.5701,85.253,,74.0,46.0
634,Qatar,2010,16.0,78.4567,1456413.0,57.1668,85.0124,1200.0,1267.0,51.0
634,Qatar,2015,100.0,65.7767,1687640.0,44.0746,72.6261,1200.0,1433.0,133.0
634,Qatar,2019,100.0,78.7301,2229688.0,54.9724,86.5085,1200.0,1499.0,199.0
638,Réunion,2005,,14.5372,115076.0,13.8611,15.2388,,,
638,Réunion,2010,,14.8135,123029.0,14.0816,15.5936,,,
638,Réunion,2015,,14.7341,127209.0,14.0752,15.436,,,
638,Réunion,2019,,14.5291,129153.0,13.8732,15.2281,,,
642,Romania,2005,264.0,0.6778,145162.0,0.6832,0.6721,400.0,2720.0,2056.0
642,Romania,2010,388.0,0.8656,177211.0,0.8502,0.882,321.0,1730.0,1021.0
642,Romania,2015,138.0,1.4105,281048.0,1.3133,1.513,294.0,2858.0,2426.0
642,Romania,2019,376.0,2.3887,462552.0,2.1486,2.6422,225.0,4766.0,4165.0
643,Russian Federation,2005,292.0,8.121,11667588.0,7.6294,8.6858,481282.0,483097.0,1523.0
643,Russian Federation,2010,1463.0,7.8023,11194710.0,7.383,8.2872,126170.0,132555.0,4922.0
643,Russian Federation,2015,2423.0,8.0307,11643276.0,7.6183,8.5084,113474.0,431210.0,315313.0
643,Russian Federation,2019,672.0,7.98,11640559.0,7.5722,8.4521,72323.0,135465.0,62470.0
646,Rwanda,2005,4301.0,4.7871,423187.0,4.6496,4.9305,14849.0,64356.0,45206.0
646,Rwanda,2010,290.0,4.2523,426901.0,4.1585,4.3498,2.0,55690.0,55398.0
646,Rwanda,2015,253.0,4.5267,514647.0,4.4642,4.5915,2557.0,135553.0,132743.0
646,Rwanda,2019,299.0,4.276,539932.0,4.2053,4.3492,4990.0,150124.0,144835.0
654,Saint Helena,2005,,3.0388,163.0,,,,,
654,Saint Helena,2010,,4.7849,248.0,,,,,
654,Saint Helena,2015,,6.428,377.0,,,,,
654,Saint Helena,2019,,7.1464,433.0,,,,,
659,Saint Kitts and Nevis,2005,,14.2604,6682.0,,,,,
659,Saint Kitts and Nevis,2010,,14.7809,7245.0,,,,,
659,Saint Kitts and Nevis,2015,,14.5363,7443.0,,,,1.0,1.0
659,Saint Kitts and Nevis,2019,,14.3631,7587.0,,,,4.0,4.0
660,Anguilla,2005,,37.6134,4684.0,,,,,
660,Anguilla,2010,,37.9744,5103.0,,,,,
660,Anguilla,2015,,38.308,5470.0,,,,,
660,Anguilla,2018,,,,,,,1.0,1.0
660,Anguilla,2019,,38.1936,5679.0,,,,,
662,Saint Lucia,2005,,6.0226,9842.0,6.0033,6.0434,,,
662,Saint Lucia,2010,6.0,5.1992,9051.0,5.2865,5.1087,1.0,7.0,
662,Saint Lucia,2015,2.0,4.8418,8673.0,4.9428,4.7375,60.0,64.0,2.0
662,Saint Lucia,2018,3.0,,,,,,5.0,2.0
662,Saint Lucia,2019,,4.5861,8383.0,4.6964,4.4723,,2.0,2.0
666,Saint Pierre and Miquelon,2005,,18.7326,1147.0,,,,,
666,Saint Pierre and Miquelon,2010,,16.0082,1017.0,,,,,
666,Saint Pierre and Miquelon,2015,,16.4525,986.0,,,,,
666,Saint Pierre and Miquelon,2019,,17.0045,990.0,,,,,
670,Saint Vincent & Grenadines,2005,,4.0842,4436.0,4.1641,4.0057,,,
670,Saint Vincent & Grenadines,2010,,4.2206,4569.0,4.2646,4.1777,,,
670,Saint Vincent & Grenadines,2015,,4.2484,4637.0,4.2611,4.2371,,,
670,Saint Vincent & Grenadines,2019,,4.2427,4692.0,4.2095,4.2747,,,
674,San Marino,2005,,14.3841,4218.0,,,,,
674,San Marino,2010,,15.6265,4880.0,,,,,
674,San Marino,2015,,15.6137,5195.0,,,,,
674,San Marino,2019,,16.264,5507.0,,,,,
678,Sao Tome and Principe,2005,,2.1801,3433.0,2.145,2.2159,,,
678,Sao Tome and Principe,2010,,1.4969,2700.0,1.4942,1.4996,,,
678,Sao Tome and Principe,2015,,1.2004,2394.0,1.201,1.1997,,,
678,Sao Tome and Principe,2019,,1.0109,2174.0,1.0136,1.0083,,,
682,Saudi Arabia,2005,212.0,27.3,6501819.0,19.2512,33.7066,70084.0,310997.0,240701.0
682,Saudi Arabia,2010,87.0,30.7422,8429956.0,20.8161,38.4591,70000.0,70669.0,582.0
682,Saudi Arabia,2015,93.0,33.9601,10771366.0,24.2007,41.3587,70000.0,70304.0,211.0
682,Saudi Arabia,2019,2209.0,38.2927,13122338.0,28.4512,45.4984,70000.0,72510.0,301.0
686,Senegal,2005,2629.0,2.1487,238298.0,1.9998,2.3047,12.0,23353.0,20712.0
686,Senegal,2010,2177.0,2.0199,256092.0,1.8478,2.2014,1401.0,24250.0,20672.0
686,Senegal,2015,2956.0,1.828,266496.0,1.6704,1.9945,,17260.0,14304.0
686,Senegal,2019,1758.0,1.689,275239.0,1.5478,1.8373,,16175.0,14417.0
688,Serbia,2005,33.0,8.7139,854848.0,9.4244,7.9736,338641.0,486938.0,148264.0
688,Serbia,2010,209.0,9.1898,826275.0,10.0663,8.2778,238810.0,312627.0,73608.0
688,Serbia,2015,464.0,9.0961,807441.0,9.9932,8.163,223949.0,259722.0,35309.0
688,Serbia,2018,140.0,,,,,219601.0,250676.0,30935.0
688,Serbia,2019,,9.3512,820312.0,10.2596,8.4054,,,
690,Seychelles,2005,,10.1491,8997.0,7.163,13.138,,,
690,Seychelles,2010,,12.5131,11420.0,8.1845,16.5718,,,
690,Seychelles,2015,,13.4673,12791.0,8.3225,18.3195,,,
690,Seychelles,2018,1.0,,,,,,1.0,
690,Seychelles,2019,,13.225,12926.0,8.1494,18.0378,,,
694,Sierra Leone,2005,177.0,2.587,146050.0,2.4442,2.7316,6202.0,66344.0,59965.0
694,Sierra Leone,2010,210.0,1.2322,79055.0,1.1027,1.363,38.0,8611.0,8363.0
694,Sierra Leone,2015,16.0,0.82,58813.0,0.7155,0.9253,,1387.0,1371.0
694,Sierra Leone,2017,1.0,,,,,,694.0,693.0
694,Sierra Leone,2019,,0.6954,54332.0,0.603,0.7881,,370.0,370.0
702,Singapore,2005,1.0,40.1013,1710594.0,45.1184,35.1921,,4.0,3.0
702,Singapore,2010,,42.1891,2164794.0,49.1826,35.7684,,7.0,7.0
702,Singapore,2015,,45.4859,2543638.0,53.2946,38.3732,1.0,1.0,
702,Singapore,2019,,37.1387,2155653.0,43.5795,31.2746,1304.0,1304.0,
703,Slovakia,2005,2707.0,2.417,130491.0,2.5805,2.2432,,3075.0,368.0
703,Slovakia,2010,267.0,2.7075,146319.0,2.8524,2.5536,911.0,1639.0,461.0
703,Slovakia,2015,61.0,3.2678,177624.0,3.1711,3.3701,1671.0,2531.0,799.0
703,Slovakia,2019,7.0,3.4448,187984.0,3.2842,3.6141,1523.0,2493.0,963.0
704,Viet Nam,2005,,0.0618,51768.0,0.0488,0.0749,15000.0,17357.0,2357.0
704,Viet Nam,2010,,0.0702,61756.0,0.0583,0.0822,10200.0,12128.0,1928.0
704,Viet Nam,2015,,0.0785,72793.0,0.0659,0.0913,11000.0,11000.0,
704,Viet Nam,2019,,0.0789,76104.0,0.0663,0.0916,34110.0,34110.0,
705,Slovenia,2005,185.0,10.8883,217218.0,9.8557,11.9674,715.0,1151.0,251.0
705,Slovenia,2010,121.0,12.4202,253786.0,10.9134,13.9543,4119.0,4554.0,314.0
705,Slovenia,2015,43.0,11.4724,237616.0,9.9003,13.0639,4.0,330.0,283.0
705,Slovenia,2019,360.0,12.1772,253122.0,10.5842,13.7845,4.0,1153.0,789.0
706,Somalia,2005,98.0,0.1979,20670.0,0.1843,0.2114,400000.0,400591.0,493.0
706,Somalia,2010,24111.0,0.3994,48106.0,0.3798,0.4191,1463780.0,1489828.0,1937.0
706,Somalia,2015,9320.0,0.2971,40990.0,0.2807,0.3136,1152073.0,1164975.0,3582.0
706,Somalia,2019,17189.0,0.3376,52131.0,0.3222,0.353,2660103.0,2694661.0,17369.0
710,South Africa,2005,140095.0,2.8217,1351031.0,2.3432,3.3137,100.0,169909.0,29714.0
710,South Africa,2010,171702.0,4.1291,2114801.0,3.4418,4.8348,134.0,229735.0,57899.0
710,South Africa,2015,798080.0,6.891,3816695.0,6.0415,7.7627,,912592.0,114512.0
710,South Africa,2019,184203.0,7.2138,4224256.0,6.3096,8.1442,,273488.0,89285.0
716,Zimbabwe,2005,118.0,3.3306,402226.0,2.7486,3.9638,7.0,13975.0,13850.0
716,Zimbabwe,2010,416.0,3.1368,398307.0,2.5735,3.756,,4851.0,4435.0
716,Zimbabwe,2015,123.0,2.899,400482.0,2.4128,3.4352,301883.0,308091.0,6085.0
716,Zimbabwe,2019,11155.0,2.8081,411257.0,2.318,3.3458,969.0,20830.0,8706.0
724,Spain,2005,,9.3305,4107226.0,8.8173,9.8577,27.0,5401.0,5374.0
724,Spain,2010,2712.0,13.3815,6280065.0,12.8159,13.9602,31.0,6563.0,3820.0
724,Spain,2015,11020.0,12.6226,5891208.0,12.6589,12.585,440.0,17258.0,5798.0
724,Spain,2019,122101.0,13.0608,6104203.0,13.4187,12.6902,3567.0,149130.0,23462.0
728,South Sudan,2010,,2.7124,257905.0,2.6328,2.7921,,,
728,South Sudan,2015,632.0,7.8775,844122.0,7.7154,8.0394,1792014.0,2058533.0,265887.0
728,South Sudan,2019,2977.0,7.8245,865552.0,7.6711,7.9775,1890670.0,2189633.0,295986.0
729,Sudan,2005,4425.0,1.4198,546419.0,1.3968,1.4427,878067.0,1029748.0,147256.0
729,Sudan,2010,6046.0,1.791,618709.0,1.7568,1.8254,1767167.0,1951521.0,178308.0
729,Sudan,2015,11448.0,1.5951,620523.0,1.5845,1.6056,2400270.0,2767909.0,356191.0
729,Sudan,2019,16979.0,2.8568,1223092.0,2.8748,2.8388,1870023.0,2974062.0,1087060.0
732,Western Sahara,2005,,0.8893,3891.0,0.8059,0.9641,,,
732,Western Sahara,2010,,0.9355,4493.0,0.8272,1.0329,,,
732,Western Sahara,2015,,0.9842,5179.0,0.8482,1.1073,,,
732,Western Sahara,2019,,0.9244,5384.0,0.7933,1.0438,,,
740,Suriname,2005,,6.74,33664.0,6.1905,7.2801,,,
740,Suriname,2010,7.0,7.5053,39713.0,6.8754,8.1262,,8.0,1.0
740,Suriname,2015,,7.7131,43127.0,7.0488,8.3693,,1.0,1.0
740,Suriname,2018,70.0,,,,,2.0,119.0,47.0
740,Suriname,2019,385.0,7.9393,46157.0,7.2395,8.6318,,433.0,48.0
748,Eswatini,2005,256.0,3.2401,33392.0,2.9599,3.5503,,1016.0,760.0
748,Eswatini,2010,,3.065,32637.0,2.8165,3.3434,,759.0,759.0
748,Eswatini,2015,321.0,2.9303,32352.0,2.75,3.124,4.0,864.0,539.0
748,Eswatini,2017,462.0,,,,,10.0,1242.0,770.0
748,Eswatini,2019,836.0,2.8141,32310.0,2.687,2.9464,,1759.0,923.0
752,Sweden,2005,15702.0,12.4553,1125790.0,12.8892,12.0143,5785.0,96402.0,74915.0
752,Sweden,2010,18635.0,14.7487,1384929.0,15.1039,14.3908,9545.0,110809.0,82629.0
752,Sweden,2015,56135.0,17.1661,1676264.0,17.3673,16.9648,27167.0,225509.0,142207.0
752,Sweden,2019,31255.0,19.9794,2005210.0,19.8905,20.068,31819.0,310363.0,247289.0
756,Switzerland,2005,14428.0,24.4413,1805437.0,23.418,25.5085,990.0,63448.0,48030.0
756,Switzerland,2010,12916.0,26.5753,2075182.0,26.9901,26.1478,127.0,61856.0,48813.0
756,Switzerland,2015,17085.0,29.1245,2416394.0,29.4267,28.8161,76.0,86551.0,69390.0
756,Switzerland,2019,13173.0,29.9374,2572029.0,30.1726,29.6983,44.0,120117.0,106900.0
760,Syrian Arab Republic,2005,1898.0,4.7835,878308.0,4.7579,4.8081,300001.0,327988.0,26089.0
760,Syrian Arab Republic,2010,2446.0,8.3677,1787561.0,8.2681,8.4655,300194.0,1308112.0,1005472.0
760,Syrian Arab Republic,2015,4839.0,4.8406,871174.0,4.7711,4.909,7792500.0,7946539.0,149200.0
760,Syrian Arab Republic,2019,14699.0,5.084,867848.0,4.969,5.1985,6355253.0,6386749.0,16797.0
762,Tajikistan,2005,22.0,4.131,280466.0,4.7113,3.557,25.0,1065.0,1018.0
762,Tajikistan,2010,1656.0,3.7172,279808.0,4.2372,3.2066,2338.0,7125.0,3131.0
762,Tajikistan,2015,79.0,3.2541,275101.0,3.7354,2.7815,10082.0,11943.0,1782.0
762,Tajikistan,2019,2170.0,2.9404,274071.0,3.3714,2.5161,6842.0,11299.0,2287.0
764,Thailand,2005,32163.0,3.3072,2163447.0,3.2407,3.3759,136.0,149352.0,117053.0
764,Thailand,2010,10250.0,4.7982,3224131.0,4.6678,4.9338,542505.0,649430.0,96675.0
764,Thailand,2015,8166.0,5.0739,3486526.0,4.9362,5.2182,506718.0,625256.0,110372.0
764,Thailand,2019,878.0,5.2209,3635085.0,5.0659,5.3842,475930.0,576898.0,100090.0
768,Togo,2005,420.0,3.6317,203799.0,3.5537,3.7114,9012.0,18719.0,9287.0
768,Togo,2010,151.0,3.9774,255413.0,3.8955,4.0605,5.0,14207.0,14051.0
768,Togo,2015,687.0,3.7878,277384.0,3.7412,3.8349,,22564.0,21877.0
768,Togo,2019,677.0,3.4537,279142.0,3.394,3.514,15.0,13025.0,12333.0
772,Tokelau,2005,,21.3576,258.0,,,,,
772,Tokelau,2010,,37.6316,429.0,,,,,
772,Tokelau,2015,,38.8978,487.0,,,,,
772,Tokelau,2019,,37.6119,504.0,,,,,
776,Tonga,2005,,4.2624,4301.0,3.9339,4.5882,,,
776,Tonga,2010,3.0,4.4275,4604.0,4.0578,4.7957,,3.0,
776,Tonga,2015,,3.9234,3954.0,3.563,4.284,,,
776,Tonga,2019,1.0,3.5906,3752.0,3.2637,3.9169,,1.0,
780,Trinidad and Tobago,2005,,3.4564,44812.0,3.6992,3.2098,,,
780,Trinidad and Tobago,2010,102.0,3.6311,48226.0,3.7402,3.5198,,131.0,29.0
780,Trinidad and Tobago,2015,59.0,3.6503,50021.0,3.6899,3.6098,,180.0,121.0
780,Trinidad and Tobago,2019,14468.0,4.2473,59249.0,4.2685,4.2257,27306.0,43018.0,1244.0
784,United Arab Emirates,2005,79.0,71.5116,3281115.0,65.7099,73.9526,,183.0,104.0
784,United Arab Emirates,2010,86.0,85.5755,7316697.0,86.0364,85.4202,,624.0,538.0
784,United Arab Emirates,2015,378.0,86.3134,7995126.0,76.766,90.3282,,802.0,424.0
784,United Arab Emirates,2019,7320.0,87.8894,8587256.0,75.2812,93.4861,137.0,8684.0,1227.0
788,Tunisia,2005,26.0,0.3467,35040.0,0.3375,0.3559,,113.0,87.0
788,Tunisia,2010,23.0,0.4059,43172.0,0.3926,0.4193,3.0,115.0,89.0
788,Tunisia,2015,156.0,0.5057,56532.0,0.4838,0.5279,3.0,983.0,824.0
788,Tunisia,2019,697.0,0.4913,57455.0,0.4699,0.513,9.0,2047.0,1341.0
792,Turkey,2005,4872.0,1.9428,1319236.0,2.0308,1.852,1434.0,8705.0,2399.0
792,Turkey,2010,6715.0,1.8901,1367034.0,2.0158,1.7601,1086.0,17833.0,10032.0
792,Turkey,2015,145335.0,5.5345,4346197.0,4.9049,6.1841,1086.0,1985269.0,1838848.0
792,Turkey,2019,317820.0,7.0441,5876829.0,6.197,7.9133,1.0,3940105.0,3622284.0
795,Turkmenistan,2005,2.0,4.4809,213053.0,4.6295,4.3274,45.0,12010.0,11963.0
795,Turkmenistan,2010,,3.8917,197979.0,4.1531,3.6217,20000.0,20062.0,62.0
795,Turkmenistan,2015,,3.5286,196376.0,3.711,3.3405,7144.0,7171.0,27.0
795,Turkmenistan,2019,,3.2838,195127.0,3.4109,3.1528,5215.0,5237.0,22.0
796,Turks and Caicos Islands,2005,,46.5401,13115.0,,,,,
796,Turks and Caicos Islands,2010,,52.7128,17216.0,,,,,
796,Turks and Caicos Islands,2015,4.0,63.1417,22719.0,,,,8.0,4.0
796,Turks and Caicos Islands,2019,,64.2403,24534.0,,,,4.0,4.0
798,Tuvalu,2005,,2.09,209.0,,,,,
798,Tuvalu,2010,,2.0893,220.0,,,,,
798,Tuvalu,2015,,2.0723,230.0,,,,,
798,Tuvalu,2019,,2.0436,238.0,,,,,
800,Uganda,2005,1809.0,2.1431,593308.0,2.1443,2.1419,1636.0,260701.0,257256.0
800,Uganda,2010,20804.0,1.5201,492930.0,1.5201,1.52,437775.0,594380.0,135801.0
800,Uganda,2015,38068.0,2.2267,851175.0,2.2382,2.2148,180000.0,646465.0,428397.0
800,Uganda,2019,26539.0,3.9173,1734166.0,3.9958,3.8364,1152255.0,2445837.0,1267043.0
804,Ukraine,2005,1618.0,10.7704,5050302.0,11.4645,9.968,72896.0,76860.0,2346.0
804,Ukraine,2010,2981.0,10.5231,4818767.0,11.1388,9.805,40357.0,46360.0,3022.0
804,Ukraine,2015,6169.0,10.9416,4915142.0,11.6042,10.1719,1417179.0,1426580.0,3232.0
804,Ukraine,2019,2103.0,11.2841,4964293.0,11.9808,10.4768,1535650.0,1540380.0,2627.0
807,North Macedonia,2005,723.0,6.1966,127667.0,7.2243,5.1682,2451.0,4448.0,1274.0
807,North Macedonia,2010,161.0,6.2635,129701.0,7.3019,5.2242,1731.0,3290.0,1398.0
807,North Macedonia,2015,43.0,6.2871,130730.0,7.3377,5.238,717.0,1588.0,828.0
807,North Macedonia,2019,57.0,6.296,131175.0,7.347,5.2463,17103.0,17558.0,398.0
818,Egypt,2005,11005.0,0.3774,285006.0,0.3201,0.4337,203.0,100154.0,88946.0
818,Egypt,2010,14303.0,0.3746,310017.0,0.3319,0.4165,570.0,109929.0,95056.0
818,Egypt,2015,30019.0,0.3826,353641.0,0.3198,0.444,21.0,256384.0,226344.0
818,Egypt,2019,63448.0,0.5021,504053.0,0.4691,0.5344,4.0,319472.0,256020.0
826,United Kingdom,2005,12500.0,9.8298,5926156.0,10.1005,9.5475,909.0,316590.0,303181.0
826,United Kingdom,2010,14880.0,11.2192,7119664.0,11.3528,11.0808,229.0,253259.0,238150.0
826,United Kingdom,2015,37829.0,12.7719,8411569.0,13.1377,12.3955,16.0,155079.0,117234.0
826,United Kingdom,2019,43833.0,14.145,9552110.0,14.5415,13.7385,176.0,176709.0,132700.0
830,Channel Islands,2005,,46.7708,70941.0,48.2587,45.2247,,,
830,Channel Islands,2010,,48.5689,77581.0,50.1,47.0019,,,
830,Channel Islands,2015,,49.7669,82307.0,51.3547,48.1399,,,
830,Channel Islands,2019,,48.6668,83833.0,50.2988,46.9984,,,
833,Isle of Man,2005,,51.6468,41475.0,,,,,
833,Isle of Man,2010,,51.2003,43447.0,,,,,
833,Isle of Man,2015,,50.7461,42238.0,,,,,
833,Isle of Man,2019,,50.6763,42864.0,,,,,
834,United Rep. of Tanzania,2005,307.0,2.0056,771153.0,1.4715,2.5446,81519.0,630650.0,548824.0
834,United Rep. of Tanzania,2010,1247.0,0.6987,309847.0,0.6985,0.6989,163269.0,273802.0,109286.0
834,United Rep. of Tanzania,2015,1150.0,0.747,384567.0,0.7521,0.7418,168019.0,328183.0,159014.0
834,United Rep. of Tanzania,2019,36656.0,0.8778,509166.0,0.888,0.8676,19024.0,320281.0,264601.0
840,United States of America,2005,169743.0,13.3082,39258293.0,13.146,13.4747,76.0,549159.0,379340.0
840,United States of America,2010,6285.0,14.2984,44183643.0,14.3794,14.2153,89.0,270943.0,264569.0
840,United States of America,2015,224508.0,15.0147,48178877.0,15.251,14.7732,,491730.0,267222.0
840,United States of America,2019,724387.0,15.3955,50661149.0,15.7441,15.0396,,1043239.0,318852.0
850,United States Virgin Islands,2005,,52.5512,56647.0,53.7037,51.3113,,,
850,United States Virgin Islands,2010,,53.4316,56684.0,54.1622,52.6366,,,
850,United States Virgin Islands,2015,,54.0416,56721.0,54.5943,53.4432,,,
850,United States Virgin Islands,2019,,54.2609,56745.0,54.6788,53.7985,,,
854,Burkina Faso,2005,784.0,4.4528,597658.0,4.5851,4.317,7.0,1302.0,511.0
854,Burkina Faso,2010,534.0,4.3219,674438.0,4.4931,4.1478,9.0,1074.0,531.0
854,Burkina Faso,2015,180.0,3.891,704676.0,4.0624,3.7181,,34207.0,34027.0
854,Burkina Faso,2019,47.0,3.5349,718338.0,3.7008,3.3685,170447.0,196255.0,25761.0
858,Uruguay,2005,9.0,2.4781,82317.0,2.5974,2.3501,,130.0,121.0
858,Uruguay,2010,40.0,2.2714,76303.0,2.3999,2.1333,,229.0,189.0
858,Uruguay,2015,68.0,2.3095,78799.0,2.4433,2.1658,,357.0,289.0
858,Uruguay,2019,8428.0,2.3538,81482.0,2.4859,2.2123,12607.0,21460.0,425.0
860,Uzbekistan,2005,587.0,5.0323,1329932.0,5.5668,4.491,5.0,44542.0,43950.0
860,Uzbekistan,2010,,4.2788,1220149.0,4.6169,3.9372,2.0,313.0,311.0
860,Uzbekistan,2015,,3.7856,1170873.0,4.0273,3.5421,86703.0,86821.0,118.0
860,Uzbekistan,2019,,3.5425,1168384.0,3.7706,3.3133,95858.0,95872.0,14.0
862,Venezuela (Boliv. Rep. of),2005,5912.0,4.0725,1076474.0,4.0772,4.0679,200001.0,206321.0,408.0
862,Venezuela (Boliv. Rep. of),2010,15859.0,4.7375,1347347.0,4.7093,4.7658,,217406.0,201547.0
862,Venezuela (Boliv. Rep. of),2015,704.0,4.6688,1404448.0,4.6335,4.7044,,174895.0,174191.0
862,Venezuela (Boliv. Rep. of),2019,52.0,4.8243,1375690.0,4.7663,4.884,385000.0,452640.0,67588.0
876,Wallis and Futuna Islands,2005,,14.6663,2191.0,,,,,
876,Wallis and Futuna Islands,2010,,12.7985,1624.0,,,,,
876,Wallis and Futuna Islands,2015,,8.5766,1052.0,,,,,
876,Wallis and Futuna Islands,2019,,8.9398,1022.0,,,,,
882,Samoa,2005,,3.1971,5746.0,3.2404,3.1569,,,
882,Samoa,2010,,2.7545,5122.0,2.81,2.7027,,,
882,Samoa,2015,,2.1973,4252.0,2.2509,2.1472,,,
882,Samoa,2018,,,,,,,3.0,3.0
882,Samoa,2019,1.0,2.0472,4035.0,2.1001,1.998,,1.0,
887,Yemen,2005,798.0,0.8548,171871.0,0.7319,0.9757,48.0,82783.0,81937.0
887,Yemen,2010,2557.0,1.2455,288394.0,1.1519,1.3376,315929.0,508578.0,190092.0
887,Yemen,2015,9902.0,1.4336,379882.0,1.3734,1.4929,1267590.0,1540539.0,263047.0
887,Yemen,2019,9853.0,1.3224,385628.0,1.2662,1.3777,3647264.0,3922900.0,265783.0
891,Serbia and Monten. [former],2019,242.0,,,,,217826.0,248616.0,30548.0
894,Zambia,2005,146.0,2.133,252895.0,2.0727,2.1947,29833.0,185697.0,155718.0
894,Zambia,2010,325.0,1.1022,149962.0,1.0747,1.1303,9687.0,57869.0,47857.0
894,Zambia,2015,2606.0,0.8319,132107.0,0.8159,0.8483,23415.0,51758.0,25737.0
894,Zambia,2019,3737.0,0.9532,170249.0,0.9332,0.9736,23113.0,81776.0,54926.0
